comment,sarc_majority
"[('used',), ('richer',), ('get',), ('are',), ('taxed',), ('is',), ('ask',)]",sarc
[nan],sarc
"[('is',), ('reading',), ('is',)]",non-sarc
"[('said',), ('haha',)]",sarc
"[('thank',)]",non-sarc
"[('go',)]",sarc
"[('anl',), ('pay',)]",sarc
"[('can',), ('be',), ('is',), ('can',), ('match',), ('let',), ('fall',), ('fallen',)]",sarc
"[('-go',)]",sarc
"[('can',), ('pay',), ('pay',), ('wants',), ('brim',)]",sarc
"[('must',), ('read',), ('haha',)]",non-sarc
[nan],non-sarc
"[('want',), ('trying',), ('take',), ('can',), ('live',), ('can',)]",sarc
[nan],sarc
"[('is',)]",non-sarc
[nan],sarc
"[('wants',), ('slaughter',), (""we'll"",), ('want',), ('be',)]",non-sarc
"[('be',)]",non-sarc
"[('haha',)]",non-sarc
"[('been',), ('said',)]",sarc
"[('making',)]",sarc
[nan],non-sarc
"[('remember',), ('pay',), ('will',), ('be',)]",sarc
"[('want',)]",sarc
"[('is',), ('can',), ('brim',), ('rose',)]",sarc
"[('run',), ('wise',)]",sarc
"[('is',)]",sarc
[nan],non-sarc
"[('is',), ('would',), ('be',)]",sarc
"[('stolen',), ('bribe',), ('threatened',), ('are',)]",sarc
"[('said',), ('risked',), ('belt',), ('exhausted',), ('is',), ('working',), ('had',), ('scramble',)]",sarc
"[('is',), ('know',), ('want',), ('leave',), ('know,',), ('is',), ('raise',), ('has',), ('do',), ('enter',), ('ipta',), ('will',), ('raise',), ('increase',), ('owes',), ('bear',)]",non-sarc
"[('is',)]",sarc
[nan],sarc
"[('was',), ('asked',), ('cook',), ('is',), ('find',), ('fund',), ('lacks',), ('make',)]",sarc
[nan],non-sarc
"[('be',)]",non-sarc
"[('said',), ('will',), ('go',)]",sarc
[nan],non-sarc
"[('has',), ('find',), ('would',), ('result',)]",sarc
"[('was',), ('please',)]",sarc
"[('learn',), ('is',)]",sarc
"[('were',), ('selling',), ('is',), ('find',), ('go',), ('passed',)]",non-sarc
"[('do',), ('enter',), ('haha',)]",sarc
"[('can',), ('become',)]",sarc
"[('was',), ('want',), ('continue',)]",sarc
"[('were',), ('selling',), ('ask',)]",sarc
"[('had',), ('were',), ('looking',)]",sarc
"[('wants',), ('privatize',)]",sarc
"[('said',), ('is',)]",sarc
"[('were',), ('had',), ('dredge',), ('do',), ('have',), ('was',), ('appointed',), ('be',), ('is',), ('accommodate',), ('led',), ('has',), ('caused',), ('can',), ('try',), ('are',), ('expected',), ('govern',), ('go',), ('is',), ('be',), ('want',), ('keep',), ('upset',), ('guys',), ('learn',), ('use',)]",non-sarc
"[('say',)]",sarc
"[('saying',), ('had',), ('raise',), ('build',), ('are',), ('asked',), ('find',), ('saw',), ('live',)]",non-sarc
[nan],sarc
[nan],sarc
"[('is',)]",non-sarc
"[('are',), ('told',), ('were',), ('taken',), ('collect',), ('boss',)]",sarc
"[('told',), ('return',)]",non-sarc
"[('said',), ('is',), ('forgot',), ('turn',), ('correct',), ('is',), ('got',)]",sarc
"[('was',), ('declining',), ('do',), ('want',), ('admit',), ('is',), ('going',), ('be',)]",non-sarc
"[('shout',), ('said',), ('is',), ('can',), ('talk',), ('was',)]",non-sarc
"[('find',)]",non-sarc
"[('print',), ('said',), ('said',), ('established',)]",sarc
"[('said',), ('be',), ('told',), ('liar',)]",sarc
"[('is',)]",non-sarc
"[('can',), ('ask',), ('request',)]",sarc
"[('said',), ('said',), ('wants',), ('believe',)]",sarc
"[('incoming',)]",non-sarc
"[('???',), ('find',), ('???charges',), ('cut',)]",sarc
"[('did',), ('need',), ('ask',)]",sarc
[nan],sarc
"[('said',), ('developing',), ('advanced',)]",sarc
"[('agree',), ('find',), ('does',), ('rely',), ('is',), ('implement',), ('lost',), ('left',), ('struggling',), ('drown',), ('excited',), ('is',), ('said',), ('be',), ('missing',), ('melambak',), ('can',), ('afford',), ('bear',), ('were',), ('thank',), ('meet',)]",sarc
"[('govern',), ('is',)]",sarc
"[('can',), ('help',), ('projecting',), ('is',), ('said',)]",sarc
"[('intercepted',), ('is',), ('get',), ('learn',), ('called',), ('do',), ('want',), ('learn',), ('can',), ('learn',), ('want',), ('eat',), ('is',), ('hereafter',), ('does',), ('see',), ('dark',), ('is',)]",sarc
"[('is',), ('has',), ('been',), ('said',), ('is',), ('is',), ('shopping',), ('please',), ('do',)]",sarc
"[('paid',), ('do',), (""you're"",)]",sarc
"[('said',), ('expanded',)]",sarc
[nan],non-sarc
"[('said',), ('is',)]",non-sarc
"[('rising',), ('seems',)]",sarc
"[('will',), ('sell',), ('go',)]",sarc
"[('said',), ('is',)]",sarc
"[('raise',), ('facing',), ('can',), ('afford',), ('learn',), ('be',), ('is',)]",non-sarc
"[('can',), ('wrap',), ('has',), ('been',)]",sarc
"[('say',), ('is',), ('rises',), ('said',), ('are',)]",sarc
"[('know',), ('stolen',), ('are',), ('have',)]",sarc
"[('told',), ('may',), ('be',)]",non-sarc
"[('said',), ('was',), ('said',), ('got',), ('fired',)]",sarc
"[('take',), ('promote',), ('gag',)]",non-sarc
"[('existing',)]",sarc
"[('was',)]",sarc
"[('are',), (""what's"",), ('did',), ('want',), ('see',), ('wanted',), ('know',), ('increase',), ('do',), ('want',), ('know',)]",sarc
"[('said',), ('arrived',)]",sarc
[nan],non-sarc
"[('find',), ('means',), ('have',), ('be',), ('is',)]",sarc
[nan],sarc
[nan],sarc
"[('tired',), ('missing',), ('go',)]",sarc
"[('create',), ('-go',)]",sarc
"[('follow',), ('is',), ('looking',), ('can',), ('b',)]",sarc
"[('were',), ('exhausted',), ('sued',)]",sarc
"[('is',), ('ooi',), ('coat',), ('do',), ('want',), ('be',)]",sarc
"[('is',), ('claims',), ('own',), ('is',)]",sarc
"[('ramailah',)]",sarc
"[('have',), ('sell',), ('seek',)]",sarc
"[('is',), ('pink',), ('said',)]",sarc
"[('cut',), ('fooling',), ('save',), ('seek',), ('is',), ('bangang',), ('went',)]",non-sarc
[nan],sarc
"[('is',), ('want',), ('learn',), ('saw',)]",sarc
"[('do',), ('let',)]",sarc
"[('yahoo',)]",sarc
"[('rnd',)]",non-sarc
"[('has',), ('find',)]",non-sarc
"[('prepare',), ('will',), ('rise',)]",sarc
"[('hint',), ('had',)]",sarc
"[('was',), ('have',), ('find',)]",sarc
"[('should',), ('pay',), ('ipta',), ('help',), ('learn',), ('remember',), ('has',)]",non-sarc
[nan],sarc
"[('were',), ('raise',)]",sarc
"[('are',)]",sarc
"[('talk',), ('is',)]",non-sarc
[nan],non-sarc
"[('has',), ('been',), ('leaked',), ('do',), ('work',), ('proposed',)]",non-sarc
[nan],non-sarc
"[('has',)]",sarc
[nan],sarc
"[('does',), ('find',), ('do',), ('have',), ('find',), ('spending',)]",non-sarc
"[('gonna',), ('find',), ('do',), ('eat',), ('is',), ('thirsting',), ('were',)]",non-sarc
"[('strange',), ('is',), ('said',)]",sarc
"[('wanted',), ('tell',), ('expect',)]",non-sarc
"[('bald',), ('saying',), ('is',), ('growing',)]",sarc
"[('remember',)]",sarc
"[('said',), ('have',), ('screening',), ('saw',), ('idris',)]",non-sarc
"[('is',)]",non-sarc
"[('seems',), ('is',), ('have',), ('swallow',)]",sarc
"[('is',), ('coupled',), ('save',), ('quits',), ('save',)]",sarc
"[('find',), ('is',), ('pleased',), ('raise',), ('do',)]",sarc
"[('was',)]",sarc
"[('were',), ('selling',)]",sarc
"[('raise',), ('malaysia',), ('is',)]",sarc
"[('is',), ('selling',)]",sarc
"[('passes',), ('have',), ('bear',)]",sarc
"[('give',)]",sarc
"[('is',), ('be',)]",sarc
"[('feeding',)]",sarc
"[('were',), ('does',)]",sarc
"[('should',), ('be',), ('increased',), ('rm',), ('shall',), ('be',), ('increased',), ('rm',), ('were',)]",non-sarc
"[('are',), ('find',)]",non-sarc
"[('is',), ('said',)]",sarc
"[('heard',)]",sarc
"[('objects',), ('can',), ('sell',), ('can',), ('act',)]",sarc
"[('make',), ('has',)]",non-sarc
"[('said',), ('got',)]",sarc
"[('is',), ('mdb',), ('fathom',), ('were',), ('told',)]",sarc
"[('will',), ('i',), ('says',), ('is',), ('getting',)]",sarc
"[('ipta',), ('fund',)]",sarc
"[('is',), ('said',), ('said',), ('achieve',), ('is',), ('ape',)]",non-sarc
"[('say',)]",sarc
"[('privatized',), ('has',), ('find',)]",non-sarc
"[('increased',), ('is',), ('is',), ('trying',), ('help',), ('flocking',)]",sarc
"[('haha',)]",sarc
"[('said',)]",sarc
"[('worsened',), ('thinking',), ('is',)]",sarc
"[('were',), ('managed',), ('can',), ('be',), ('can',), ('name',), ('is',), ('happening',), ('come',), ('sitting',), ('is',), ('cementing',)]",sarc
"[('heard',), ('are',), ('developed',), ('succumb',)]",sarc
"[('saw',), ('watching',), ('want',), ('breathe',), ('were',), ('asked',)]",sarc
"[('is',)]",sarc
"[('should',), ('is',), ('want',), ('show',), ('requested',), ('will',), ('see',), ('is',), ('keep',), ('want',), ('inconvenience',)]",sarc
"[('expected',)]",sarc
"[('trapped',), ('waste',)]",non-sarc
[nan],sarc
"[('look',), ('be',)]",sarc
"[('missed',), ('is',), ('would',), ('hold',), ('parliament',), ('dismissed',)]",non-sarc
"[('stretch',), ('said',), ('slander',), ('rtm',), ('watch',), ('read',)]",sarc
"[('should',), ('have',), ('pay',), ('is',), ('fundraising',)]",sarc
"[('crested',), ('charge',), ('charge',)]",non-sarc
"[('increase',)]",non-sarc
"[('remember',), ('were',)]",sarc
"[('is',)]",sarc
"[('ipta',), ('want',), ('find',), ('raise',), ('own',), ('do',), ('want',), ('die',), ('shrink',)]",non-sarc
"[('were',), ('saturated',), ('goes',), ('did',), ('know',)]",non-sarc
"[('made',), ('said',), ('find',), ('saving',)]",non-sarc
"[('insufficient',)]",non-sarc
"[('is',), ('raising',)]",non-sarc
"[('want',), ('buy',)]",sarc
"[('take',), ('phlegm',)]",sarc
"[('means',), ('fails',), ('rein',), ('close',), ('saved',), ('gst',)]",sarc
[nan],sarc
"[('are',), ('talking',)]",sarc
[nan],sarc
"[('has',), ('doubled',), ('feel',)]",sarc
"[('is',), ('will',), ('be',), ('resolved',), ('buy',)]",sarc
"[('said',), ('keeps',), ('want',), ('trick',)]",sarc
"[('cheated',), ('can',), ('mature',), ('minded',), ('spirited',), ('satisfy',)]",non-sarc
"[('is',)]",sarc
"[('wants',), ('recover',), ('is',), ('said',), ('nakkan',), ('let',), ('bear',)]",sarc
[nan],non-sarc
"[('gang',)]",non-sarc
[nan],sarc
"[('do',), ('feel',), ('will',), ('come',), ('pru',), (""conform'm"",), ('fed',)]",non-sarc
"[('was',), ('established',), ('is',)]",sarc
"[('should',), ('look',), ('eliminate',)]",non-sarc
"[('are',), ('fathom',), ('receive',), ('is',), ('were',)]",sarc
[nan],non-sarc
"[('nah',)]",non-sarc
[nan],non-sarc
"[('be',), ('is',), ('has',), ('become',)]",sarc
[nan],sarc
"[('correct',)]",non-sarc
[nan],sarc
"[('are',), ('gst',), ('think',), ('have',), ('risen',), ('was',), ('be',), ('know',), ('understand',), ('hurts',)]",non-sarc
"[('is',)]",sarc
"[('rob',)]",sarc
"[('blame',), ('alahai',)]",sarc
"[('is',), ('play',), ('heard',), ('comment',), ('want',), ('comment',), ('keep',), ('trying',), ('do',)]",sarc
[nan],non-sarc
"[('giving',), ('was',), ('channeled',), ('reduce',)]",non-sarc
"[('pm',)]",sarc
"[('has',), ('bear',)]",sarc
[nan],non-sarc
[nan],sarc
"[('am',), ('are',), ('going',), ('follow',), ('made',)]",non-sarc
[nan],non-sarc
"[('benefit',), ('strengthen',), ('ruling',), ('should',), ('be',), ('increased',)]",sarc
"[('got',), ('shit',), ('be',)]",non-sarc
"[('would',), ('gst',), ('did',), ('have',), ('were',)]",non-sarc
"[('can',), ('believe',), ('must',), ('be',), ('has',), ('been',), ('sedapkan',), ('wait',), ('was',)]",sarc
"[('does',), ('know',), ('manage',), ('are',), ('looking',), ('go',), ('is',), ('open',), ('saw',), ('become',), ('abolish',)]",non-sarc
"[('bear',), ('do',), ('drag',)]",non-sarc
"[('know',), ('is',)]",sarc
[nan],sarc
[nan],non-sarc
"[('going',), ('have',), ('savage',), ('can',), ('take',), ('cover',)]",sarc
"[('played',), ('bear',)]",non-sarc
[nan],non-sarc
"[('said',), ('done',)]",sarc
"[('are',)]",non-sarc
"[('are',)]",sarc
"[('raise',), ('are',), ('find',)]",sarc
[nan],non-sarc
"[('said',)]",sarc
[nan],sarc
"[('getting',), ('print',), ('fooling',), ('go',)]",sarc
[nan],non-sarc
"[('live',)]",sarc
"[('spend',), ('has',), ('bear',)]",non-sarc
"[('can',), ('say',), ('worth',), ('forced',), ('pay',), ('existing',), ('went',)]",non-sarc
"[('are',), ('removed',), ('remove',), ('had',), ('chicken',)]",non-sarc
[nan],sarc
"[('shall',), ('know',), ('is',), ('getting',), ('stops',), ('brim',)]",non-sarc
[nan],non-sarc
"[('were',), ('shopping',)]",sarc
"[('was',), ('had',), ('gst',), ('is',), ('want',), ('rack',), ('benefited',), ('said',)]",non-sarc
"[('existing',), ('are',), ('is',)]",non-sarc
"[('should',), ('be',), ('is',), ('trying',), ('know',)]",non-sarc
"[('is',), ('kid',), ('want',), ('burn',)]",non-sarc
[nan],non-sarc
"[('take',), ('shall',), ('be',), ('gst',), ('dislike',)]",non-sarc
[nan],non-sarc
"[('sitting',), ('bonus',), ('drop',), ('is',), ('is',), ('going',), ('be',), ('adopted',), ('kau',), ('think',), ('kah',)]",sarc
[nan],non-sarc
"[('use',)]",non-sarc
"[('have',), ('be',), ('turned',)]",sarc
[nan],sarc
"[('paid',), ('were',), ('can',), ('grow',), ('was',), ('are',), ('regulate',), ('expect',), ('enlightened',), ('endowed',), ('were',), ('led',), ('is',)]",non-sarc
"[('najib',)]",sarc
"[('talk',), ('will',), ('intrigue',), ('looks',)]",sarc
"[('raise',), ('is',)]",sarc
"[('is',), ('extreme',), ('did',), ('spend',), ('been',), ('made',), ('feels',), ('show',), ('ye',)]",sarc
"[('jib',)]",sarc
"[('is',), ('create',)]",sarc
"[('greeting',)]",sarc
[nan],non-sarc
"[('did',), ('have',), ('complain',), ('want',), ('read',), ('can',), ('become',), ('have',), ('parliament',)]",sarc
"[('pay',), ('gst',), ('can',), ('brim',), ('would',), ('come',), ('pay',), ('said',)]",sarc
[nan],non-sarc
"[('game,',), ('have',), ('pay',)]",sarc
"[('burden',), ('want',), ('help',)]",non-sarc
[nan],non-sarc
"[('suffer',)]",sarc
[nan],non-sarc
[nan],non-sarc
[nan],sarc
"[('bang',)]",sarc
"[('is',), ('fool',), ('are',), ('fed',)]",non-sarc
"[('make',), ('is',)]",sarc
"[('has',), ('do',), ('oh',), ('am',), ('getting',)]",sarc
"[('continues',), ('hunt',)]",sarc
"[('am',), ('is',)]",sarc
"[('let',), ('saw',), ('is',), ('is',), ('be',), ('file',)]",non-sarc
"[('feel',)]",non-sarc
"[('nutmeg',)]",non-sarc
"[('forward',)]",non-sarc
"[('say',)]",sarc
"[('works',), ('deceive',)]",sarc
"[('is',), ('ashamed',), ('talk',), ('give',), ('pm',)]",sarc
[nan],non-sarc
"[('is',), ('including',), ('have',), ('suffer',)]",sarc
"[('keep',), ('do',), ('give',), ('can',), ('do',)]",non-sarc
"[('developed',), ('did',), ('see',), ('been',)]",non-sarc
"[('is',), ('wretched',)]",non-sarc
[nan],non-sarc
"[('said',), ('done',)]",non-sarc
[nan],non-sarc
"[('see',)]",non-sarc
"[('puii',)]",non-sarc
[nan],non-sarc
[nan],non-sarc
"[('developed',)]",non-sarc
"[('do',), ('forget',), ('is',)]",non-sarc
"[('developed',)]",sarc
"[('is',), ('exhausted',), ('was',), ('went',)]",sarc
"[('was',), ('developed',), ('is',), ('have',), ('die',), ('do',)]",non-sarc
"[('may',), ('developed',)]",non-sarc
"[('told',), ('father',), ('were',), ('spend',), ('develop',), ('is',), ('destroy',), ('sell',), ('can',), ('negotiate',), ('be',)]",non-sarc
"[('crashed',)]",non-sarc
[nan],sarc
[nan],sarc
[nan],sarc
"[('tired',), ('watching',), ('do',), ('eat',), ('got',)]",non-sarc
"[('called',)]",non-sarc
"[('rely',), ('haha',)]",sarc
"[('do',), ('want',), ('cheat',)]",non-sarc
"[('is',), ('sponsor',), ('do',), ('say',), ('want',), ('be',), ('paid',), ('is',)]",sarc
"[('know',)]",sarc
"[('advanced',), ('dead',)]",non-sarc
"[('advanced',)]",sarc
"[('said',), ('must',), ('continue',)]",sarc
"[('piss',)]",sarc
"[('let',), ('repented',), ('turned',), ('pray',), ('say',)]",non-sarc
"[('advanced',)]",sarc
[nan],non-sarc
"[('wretched',)]",non-sarc
"[('be',)]",sarc
[nan],non-sarc
"[('developed',)]",sarc
"[('disgusted',), ('hear',), (""najib's"",)]",non-sarc
"[('is',)]",sarc
[nan],non-sarc
[nan],sarc
"[('say',)]",sarc
"[('are',), ('believes',)]",non-sarc
"[('suck',)]",sarc
"[('is',), ('playing',)]",sarc
"[('is',)]",non-sarc
[nan],non-sarc
"[('wait',)]",non-sarc
"[('destitute',)]",non-sarc
"[('go',), ('robbery',)]",sarc
"[('mu',), ('delighted',)]",sarc
[nan],non-sarc
[nan],non-sarc
[nan],sarc
"[('has',), ('developed',), ('happened',), ('was',)]",sarc
"[('developed',), ('can',), ('najib',)]",sarc
"[('are',), ('does',), ('know',)]",sarc
[nan],sarc
[nan],non-sarc
"[('wretched',)]",non-sarc
[nan],non-sarc
[nan],non-sarc
[nan],non-sarc
"[('erect',), ('???',), ('???developed',), ('plunged',)]",non-sarc
"[('think',), ('burdened',), ('has',), ('is',)]",non-sarc
[nan],sarc
"[('haha',)]",non-sarc
"[('get',), ('n',)]",non-sarc
"[('can',), ('strangle',), ('is',)]",non-sarc
[nan],sarc
"[('believe',)]",sarc
"[('can',), ('go',), ('pile',)]",sarc
[nan],non-sarc
"[('chat',)]",non-sarc
"[('talk',), ('see',)]",sarc
"[('wanted',)]",sarc
"[('can',), ('be',), ('fooled',)]",sarc
"[('is',)]",non-sarc
"[('play',)]",sarc
"[('najib',), ('are',), ('suffering',), ('have',), ('take',), ('see',), ('will',), ('topple',), ('mdb',), ('b',), ('will',), ('continue',), ('be',)]",non-sarc
"[('get',), ('go',), ('singapore',), ('make',), ('meet',), ('say',), ('go',), ('head',), ('tut',)]",non-sarc
[nan],sarc
[nan],sarc
"[('are',), ('gonna',)]",non-sarc
"[('advanced',)]",sarc
"[('will',), ('help',), ('is',), ('help',), ('sycophant',)]",non-sarc
"[('do',), ('haha',)]",sarc
"[('syllable',), ('poo',)]",non-sarc
"[('die',), ('developed',)]",non-sarc
"[('jib',)]",sarc
"[('advanced',)]",sarc
[nan],non-sarc
[nan],sarc
"[('say',), ('can',), ('talk',), ('want',), ('do',), ('can',), ('be',), ('be',)]",non-sarc
"[('suffering',), ('facing',), ('require',), ('were',)]",non-sarc
"[('are',), ('can',), ('survive',), ('rose',), ('rose',), ('is',), ('have',), ('seized',), ('is',)]",non-sarc
[nan],sarc
"[('did',), ('learn',)]",sarc
[nan],non-sarc
"[('go',), ('testicles',)]",non-sarc
[nan],non-sarc
"[('shocked',)]",sarc
"[('continue',), ('deceive',), ('want',), ('cheat',), ('dead',), ('realized',)]",sarc
"[('forward',)]",sarc
[nan],non-sarc
"[('do',), ('have',), ('correct',)]",sarc
"[('was',), ('say',), ('was',)]",non-sarc
"[('had',), ('saying',)]",sarc
"[('am',), ('must',), ('try',)]",non-sarc
"[('have',), ('taken',)]",sarc
[nan],sarc
[nan],sarc
"[('is',)]",sarc
"[('moves',)]",non-sarc
[nan],non-sarc
"[('look',)]",sarc
"[('planting',), ('do',), ('put',), ('added',), ('please',), ('pm',), ('qualified',), ('understand',)]",sarc
"[('suffer',)]",sarc
"[('do',), ('flood',), ('flatter',), ('oh',), ('was',), ('born',)]",non-sarc
"[('are',), ('blasted',), ('can',), ('print',)]",non-sarc
"[('continues',), ('advance',), ('do',), ('see',), ('developed',), ('does',), ('want',), ('inconvenience',), ('living',)]",non-sarc
"[('said',), ('was',), ('drooling',)]",sarc
"[('improves',), ('called',), ('use',)]",sarc
[nan],non-sarc
[nan],non-sarc
"[('do',), ('jib',)]",non-sarc
"[('suck',)]",non-sarc
"[('were',), ('advanced',)]",non-sarc
"[('continue',), ('retreat',)]",non-sarc
"[('is',), ('are',)]",sarc
"[('throw',), ('said',)]",non-sarc
[nan],non-sarc
"[('take',)]",sarc
[nan],sarc
"[('continues',), ('progress,',), ('continue',), ('languish',), ('go',), ('closed',), ('seems',), ('ignore',), ('is',), ('going',)]",non-sarc
"[('is',)]",sarc
"[('heads',)]",non-sarc
"[('is',), ('is',), ('puii',), ('are',), ('shaky',)]",non-sarc
"[('harness',)]",sarc
"[('work',), ('would',), ('pay',)]",sarc
[nan],sarc
[nan],non-sarc
[nan],sarc
"[('was',), ('looks',)]",sarc
"[('made',), ('crew',)]",sarc
"[('have',), ('is',), ('want',), ('talk',)]",sarc
"[('developed',), ('say',)]",sarc
[nan],non-sarc
[nan],non-sarc
"[('advanced',)]",sarc
"[('said',), ('done',)]",non-sarc
"[('is',), ('continue',), ('bring',), ('pm',)]",sarc
"[('can',), ('think',)]",non-sarc
[nan],sarc
"[('is',), ('drain',), ('said',), ('was',), ('affected',)]",non-sarc
"[('is',)]",non-sarc
[nan],non-sarc
"[('pressed',), ('pack',)]",non-sarc
"[('seems',), ('expires',), ('say',), ('pay',)]",non-sarc
"[('can',), ('progress',), ('struggle',), ('get',), ('resign',), ('advanced',)]",sarc
"[('chat',), ('download',), ('chatting',), ('is',), ('dementia',)]",sarc
"[('fell',)]",sarc
"[('is',)]",sarc
"[('do',), ('see',), ('made',)]",sarc
"[('read',), ('will',), ('pull',), ('call',), ('call',)]",non-sarc
"[('advanced',), ('see',), ('looks',), ('is',), ('was',), ('getting',), ('are',), ('getting',), ('say',), ('has',), ('heard',), ('is',), ('do',), ('treasure',), ('said',)]",non-sarc
"[('gonna',), ('developed',)]",non-sarc
[nan],non-sarc
"[('was',), ('go',)]",sarc
[nan],non-sarc
[nan],non-sarc
"[('was',), ('getting',), ('fed',), ('watching',)]",non-sarc
"[('is',), ('will',), ('be',), ('advanced',)]",non-sarc
"[('continues',), ('advance',)]",sarc
"[('can',), ('go',), ('ha',), ('is',), ('wise',)]",sarc
[nan],non-sarc
"[('attending',)]",non-sarc
"[('is',)]",sarc
"[('is',), ('was',), ('is',), ('barisan',)]",sarc
"[('were',), ('getting',)]",sarc
[nan],sarc
"[('crazy',)]",non-sarc
"[('be',)]",sarc
"[('is',), ('developed',)]",sarc
"[('is',)]",sarc
"[('head',)]",non-sarc
"[('is',)]",non-sarc
"[('is',), ('called',), ('went',)]",sarc
"[('is',), ('is',), ('is',), ('sitting',), ('exhausted',), ('were',), ('sitting',), ('pull',), (""wak'm"",), ('trying',), ('answer',), ('do',), ('stupid',)]",non-sarc
[nan],non-sarc
"[('pm',), ('aware',), ('devastated',), ('turned',)]",non-sarc
"[('s',), ('m',), ('go',)]",non-sarc
"[('advanced',), ('print',)]",sarc
"[('is',), ('may',), ('lose',)]",sarc
"[('head',)]",non-sarc
"[('do',), ('know',), ('wanted',), ('quit,',), ('can',), ('see',)]",non-sarc
"[('advanced',), ('is',)]",sarc
"[('can',), ('collapsed',)]",sarc
"[('pm',)]",non-sarc
"[('die',), ('please',)]",non-sarc
[nan],non-sarc
"[('developed',), ('go',), (""he's"",)]",sarc
"[('is',)]",non-sarc
"[('wak',)]",non-sarc
"[('is',)]",non-sarc
"[('developed',), ('suffering',)]",non-sarc
"[('sink',)]",sarc
"[('enjoyed',)]",sarc
[nan],sarc
"[('najib',)]",non-sarc
"[('can',), ('lie',)]",sarc
[nan],non-sarc
[nan],sarc
"[('greeting',)]",non-sarc
"[('retreat',)]",non-sarc
[nan],non-sarc
"[('head',)]",non-sarc
"[('advanced',), ('keep',), ('have',), ('bear',)]",sarc
"[('will',), ('go',)]",sarc
[nan],non-sarc
"[('head',)]",non-sarc
"[('developed',), ('told',), ('malay',), ('kill',), ('deported',), ('let',)]",non-sarc
"[('suffer',), ('do',), ('write',)]",non-sarc
"[('ooi',)]",sarc
"[('plummeted',)]",sarc
"[('have',), ('pay',), ('wealthy',)]",non-sarc
"[('oh',), ('waa',)]",sarc
[nan],sarc
[nan],sarc
"[('direct',), ('bangang',)]",non-sarc
"[('is',)]",non-sarc
[nan],non-sarc
[nan],non-sarc
"[('saw',), ('seems',)]",non-sarc
"[('went',)]",non-sarc
[nan],sarc
[nan],non-sarc
"[('humping',), ('advanced',)]",sarc
[nan],non-sarc
"[('remember',), ('remember',), ('remember',), ('remember',)]",non-sarc
"[('do',)]",non-sarc
"[('najib',)]",non-sarc
"[('najib',)]",non-sarc
"[('developed',), ('be',), ('live',)]",non-sarc
"[('promises',), ('whatever',), ('wants',), ('advance',), ('cleared',), ('is',), ('done',), ('live',), ('accommodate',), ('is',), ('forced',), ('have',), ('become',), ('make',)]",non-sarc
"[('eat',), ('is',), ('continue',), ('back',)]",sarc
"[('said',), ('entered',), ('do',), ('understand',)]",non-sarc
[nan],sarc
"[('is',), ('going',), ('are',), ('blasted',), ('rose',), ('appears',)]",sarc
"[('was',), ('have',), ('drink',)]",sarc
"[('grow',), ('is',)]",non-sarc
[nan],non-sarc
[nan],sarc
"[('pm',)]",non-sarc
[nan],sarc
"[('is',), ('is',), ('got',)]",sarc
"[('is',), ('destroyed',), ('ooi',)]",non-sarc
"[('said',), ('is',), ('feel',)]",sarc
[nan],non-sarc
[nan],sarc
"[('go',), ('hell',), ('is',), ('maki',)]",non-sarc
"[('think',)]",sarc
"[('is',), ('say',)]",sarc
[nan],non-sarc
"[('has',), ('pm',)]",non-sarc
"[('continue',), ('promote',)]",sarc
[nan],non-sarc
[nan],non-sarc
[nan],sarc
"[('is',), ('does',), ('remember',), ('repent',), ('claiming',), ('doing',), ('is',), ('stalling',), ('remember',)]",non-sarc
"[('is',)]",sarc
"[('sedapkan',)]",non-sarc
[nan],non-sarc
"[('najib',), ('is',), ('hate',), ('laughed',), ('go',), ('congratulated',)]",non-sarc
"[('can',), ('go',), ('want',), ('go',), ('make',)]",non-sarc
"[('move',)]",sarc
"[('is',)]",non-sarc
"[('antique',), ('will',), ('parai',), ('parai',), ('kah',), ('wearing',)]",non-sarc
"[('advanced',)]",non-sarc
[nan],non-sarc
[nan],non-sarc
"[('advanced',)]",non-sarc
"[('???',), ('gave',)]",sarc
"[('continue',), ('be',), ('sold',), ('is',), ('forbidden',), ('became',), ('taxed',)]",non-sarc
[nan],non-sarc
"[('fell',), ('say',)]",sarc
"[('developed',), ('languish',)]",sarc
"[('suffer',)]",non-sarc
"[('appears',), ('have',), ('been',)]",non-sarc
"[('harness',)]",sarc
[nan],non-sarc
"[('advanced',)]",sarc
"[('lying',)]",non-sarc
"[('advanced',), ('getting',), ('get',)]",sarc
"[('developed',), ('is',)]",non-sarc
"[('had',), ('developed',)]",sarc
"[('are',), ('advanced',)]",sarc
"[('took',), ('is',), ('want',), ('suppress',)]",sarc
[nan],sarc
"[('come',)]",sarc
"[('advanced',)]",sarc
"[('can',), ('be',)]",non-sarc
"[('read',), ('does',), ('want',), ('pay',), ('sabaqa',)]",sarc
[nan],sarc
"[('have',), ('is',)]",non-sarc
"[('do',), ('know',), ('respect',)]",non-sarc
[nan],sarc
[nan],sarc
"[('is',), ('go',)]",sarc
[nan],non-sarc
[nan],sarc
[nan],sarc
"[('fool',)]",sarc
"[('pm',), ('have',), ('developed',), ('got',), ('witch',)]",non-sarc
"[('does',), ('forward',), ('created',), ('rose',), ('increase',), ('was',), ('believe',)]",sarc
"[('fell',), ('progresses',), ('believe',)]",sarc
[nan],non-sarc
"[('developed',), ('go',)]",non-sarc
