comment,sarc_majority
"['good', 'no', 'need', 'say', 'Malaysia', 'is', 'equally'] ['say', 'is'] ['punct1', 'punct1', 'punct1'] ['intj107', 'intj55'] [nan]",sarc
"['Sabah', 'Sarawak', 'will', 'be', 'subdivided', 'parliament', 'won', 'again'] ['will', 'be', 'subdivided'] ['nan'] ['intj92'] [nan]",sarc
"['salary', 'is', 'not', 'same', 'Sabah', 'Sarawak', 'more', 'pathetic', 'center', 'peninsula', 'a', 'little', 'broom', 'Match', 'advance', 'national', 'line', 'vote', 'again'] ['is', 'sarawak', 'haha'] ['punct1', 'punct1', 'punct1'] ['intj92'] [nan]",sarc
"['is', 'folded', 'n', 'later', 'is', 'not', 'helping', 'people', 'but', 'people', 'gave', 'load', 'Sabah', 'Sarawak', 'n', 'is', 'use', 'Malaysian', 'peninsula', 'salary', 'is', 'not', 'same', 'now', 'young', 'people', 'are', 'fed', 'up', 'Sabah', 'Sarawak', 'n', 'know'] ['is', 'folded', 'pru', 'is', 'helping', 'gave', 'is', 'is', 'are', 'fed', 'know'] ['nan'] ['intj92', 'intj69', 'intj56'] [nan]",sarc
"['why', 'not', 'in', 'sync', 'Sabah', 'why', 'different', 'class', 'citizens', 'brain', 'it', 'goes'] ['should', 'goes'] ['punct2', 'punct2', 'punct2'] [nan] [nan]",sarc
"['increase', 'salary', 'be', 'a', 'thousand', 'thousand', 'a', 'half', 'as', 'well', 'as', 'cost', 'living', 'will', 'equal', 'more', 'do', 'people', 'remember', 'employer', 'is', 'na', 'cover', 'wage', 'increases', 'have', 'charge', 'a', 'car', 'service', 'will', 'increase', 'transportation', 'costs', 'raise', 'cost', 'price', 'goods', 'all', 'take', 'not', 'a', 'little', 'one', 'or', 'two', 'does', 'not', 'matter', 'but', 'already', 'own', 'a', 'factory', 'is', 'I', 'think', 'I', 'already', 'raise', 'service', 'charge', 'I', 'sell'] ['increase', 'shall', 'be', 'will', 'equal', 'remember', 'is', 'increases', 'would', 'have', 'charge', 'will', 'increase', 'raise', 'take', 'does', 'matter', 'own', 'is', 'think', 'raise', 'i', 'sell'] ['nan'] [nan] ['idsync35', 'idsync40']",non-sarc
"['Sabah', 'Sarawak', 'are', 'wearing', 'loincloths', 'anymore', 'is', 'it', 'kind', 'salary'] ['are', 'wearing', 'is'] ['nan'] [nan] ['idsync58']",sarc
"['why', 'still', 'exists', 'a', 'difference', 'minimum', 'salary', 'Borneo', 'class'] ['exists'] ['punct1', 'punct1'] [nan] [nan]",non-sarc
"['had', 'main', 'bandits', 'somehow', 'just', 'minimum', 'wage', 'he', 'did', 'not', 'know', 'any', 'studies'] ['had', 'bangang', 'somehow', 'did', 'know'] ['nan'] [nan] [nan]",non-sarc
"['is', 'makes', 'a', 'thousand', 'stupid'] ['is', 'makes'] ['nan'] ['intj69'] [nan]",sarc
"['unfair', 'wages', 'are', 'not', 'same', 'as', 'eating', 'rice', 'also'] ['are'] ['nan'] [nan] [nan]",sarc
"['pay', 'equal', 'pay', 'equal', 'pay', 'exactly', 'same', 'oil', 'but', 'why', 'wages', 'do', 'not', 'equal', 'said', 'Malaysia', 'ass', 'kind', 'is', 'synchronize', 'only', 'once'] ['do', 'equal', 'said', 'is', 'synchronize'] ['nan'] ['intj69'] [nan]",non-sarc
"['Sabah', 'Sarawak', 'support', 'again', 'he', 'made', 'us', 'be', 'no', 'different', 'dignity', 'Stamp'] ['made', 'be'] ['nan'] ['intj55'] [nan]",sarc
"['why', 'pay', 'on', 'peninsula', 'is', 'not', 'equal', 'salary', 'in', 'Sabah', 'Sarawak', 'while', 'prices', 'goods', 'in', 'place', 'is', 'more', 'expensive', 'peninsula'] ['is', 'is'] ['punct1', 'punct1', 'punct1', 'punct1', 'punct2', 'punct2'] [nan] ['idsync39']",non-sarc
"['salary', 'increase', 'but', 'whatever', 'bad', 'business'] ['nan'] ['nan'] [nan] [nan]",sarc
"['first', 'government', 'under', 'is', 'not', 'fair', 'either', 'eat', 'too', 'unequal', 'salaries'] ['is', 'eat'] ['nan'] [nan] [nan]",sarc
['ghosts'] ['nan'] ['nan'] [nan] [nan],non-sarc
"['it', 'is', 'a', 'very', 'big', 'want', 'compare', 'cost', 'living', 'now', 'is', 'not', 'na', 'suck', 'article', 'meager', 'increase', 'it'] ['is', 'want', 'compare', 'is', 'suck'] ['nan'] ['intj56'] ['idsync35']",sarc
"['m', 'is', 'why', 'there', 'said', 'low', 'salaries', 'have', 'le', 'goods', 'Sabah', 'Sarawak', 'peninsula', 'was', 'expensive', 'bit', 'order', 'there', 'is', 'another', 'way', 'ss', 'pay', 'a', 'little', 'bit', 'more', 'contact', 'there', 'is', 'nothing', 'whatever', 'take', 'a', 'little', 'more'] ['is', 'said', 'have', 'le', 'was', 'is', 'ss', 'should', 'pay', 'is', 'take'] ['nan'] ['intj65', 'intj65', 'intj65'] ['idsync62']",sarc
"['I', 'do', 'not', 'understand', 'why', 'Sabah', 'Sarawak', 'minimum', 'wage', 'is', 'not', 'equal', 'peninsula', 'Sarawak', 'was', 'also', 'removed', 'or', 'in', 'Sabah', 'Sarawak'] ['do', 'understand', 'is', 'was', 'removed'] ['nan'] [nan] [nan]",non-sarc
"['I', 'plant', 'is', 'already', 'far', 'behind', 'ape', 'government', 'now', 'pay', 'all', 'not'] ['is', 'ape', 'should', 'pay'] ['nan'] ['intj56'] [nan]",sarc
"['why', 'housewives', 'Indonesia', 'given', 'minimum', 'wage', 'while', 'travel', 'passes', 'borne', 'by', 'employer', 'alone', 'why', 'locals', 'salary', 'lower', 'housewives', 'seem', 'very', 'puppet', 'seized'] ['given', 'travel', 'borne', 'salary', 'seem', 'seized'] ['punct1', 'punct1', 'punct1'] [nan] [nan]",sarc
"['keep', 'in', 'Sabah', 'Sarawak', 'n', 'sm', 'all', 'flatterers', 'who', 'vote', 'its', 'own', 'sake'] ['keep', 'vote'] ['nan'] [nan] [nan]",sarc
"['clever', 'game'] ['nan'] ['nan'] [nan] [nan]",sarc
"['there', 'is', 'no', 'minimum', 'wage', 'is', 'sufficient', 'swamp', 'no', 'n', 'oil', 'prices', 'do', 'not', 'rise', 'more', 'oil', 'alone', 'there', 'are', 'rising', 'people', 'remember', 'sending', 'goods', 'transport', 'oil', 'costs', 'will', 'increase'] ['is', 'is', 'do', 'rise', 'are', 'rising', 'remember', 'sending', 'transport', 'will', 'increase'] ['nan'] ['intj65', 'intj55', 'intj55', 'intj65'] [nan]",non-sarc
"['Higher', 'minimum', 'wage', 'Thailand', 'again', 'have', 'high', 'wages', 'but', 'a', 'bit', 'sorry', 'poor', 'people', 'Malaysia', 'have', 'a', 'leader', 'like'] ['have', 'have'] ['nan'] ['intj52'] [nan]",sarc
"['August', 'why', 'not', 'start', 'in', 'February', 'April', 'again', 'was', 'already', 'more'] ['start', 'was'] ['punct1', 'punct1', 'punct1', 'punct2'] [nan] [nan]",sarc
"['expensive', 'goods', 'in', 'Sabah', 'why', 'bias'] ['nan'] ['nan'] ['intj24'] [nan]",non-sarc
"['want', 'eat', 'there', 'close', 'all', 'objects', 'do', 'not', 'have', 'say', 'much', 'more', 'wait', 'all', 'Malaysians', 'let', 'us', 'together', 'togetherness', 'cross', 'pass', 'life'] ['want', 'eat', 'do', 'have', 'say', 'let'] ['nan'] ['intj107', 'intj65', 'intj69'] [nan]",non-sarc
"['minimum', 'wage', 'is', 'head', 'mother', 'is', 'already', 'one', 'thousand', 'kinds', 'bangladesh', 'already', 'want', 'live', 'wages', 'like'] ['is', 'is', 'want', 'live'] ['nan'] [nan] [nan]",sarc
"['vote', 'was', 'seen', 'nationally', 'line', 'in', 'Sabah', 'Malaysia', 'Sarawak', 'not', 'pure', 'reason', 'faction', 'fun', 'rights', 'states', 'Sabah', 'Sarawak', 'fate', 'is', 'there', 'just', 'needed', 'time', 'alone', 'lifeline', 'neck', 'level'] ['was', 'seen', 'is', 'needed'] ['nan'] ['intj65'] [nan]",sarc
"['Sabah', 'Sarawak', 'only', 'people', 'who', 'know', 'pain', 'its', 'own', 'sidelined', 'in', 'country', 'concept', 'Malaysia', 'Sabah', 'Sarawak', 'is', 'open', 'eye'] ['sarawak', 'know', 'sidelined', 'is'] ['punct1', 'punct1', 'punct1'] [nan] [nan]",sarc
"['year', 'month', 'thank', 'sir', 'fixed', 'jib', 'ss', 'stepson', 'mu', 'expensive', 'goods', 'cheaper', 'wages', 'but', 'ss', 'ss', 'ss', 'tail', 'Malaysia', 'donated', 'a', 'lot', 'does', 'child', 'in', 'one', 'accord', 'Malaysia', 'Sarawak'] ['sir', 'fixed', 'ss', 'donated', 'does'] ['punct1'] [nan] [nan]",sarc
"['Sabah', 'Sarawak', 'is', 'suppressed'] ['is', 'suppressed'] ['nan'] [nan] [nan]",non-sarc
"['head', 'testicles', 'unfair', 'wretched'] ['wretched'] ['nan'] [nan] [nan]",non-sarc
"['jackass', 'pm', 'last', 'year', 'he', 'had', 'a', 'general', 'minimum', 'wage', 'year', 'anyway', 'so', 'down'] ['had'] ['nan'] [nan] [nan]",sarc
"['do', 'not', 'blame', 'government', 'claiming', 'right', 'referendum', 'is', 'not', 'thought', 'why', 'people', 'want', 'come', 'out', 'Malaysia', 'Sarawak', 'people', 'can', 'opt', 'out', 'dah'] ['do', 'blame', 'claiming', 'referendum', 'is', 'thought', 'want', 'come', 'can', 'opt'] ['nan'] [nan] [nan]",non-sarc
"['why', 'semester', 'Malaysia', 'rose', 'thousand', 'only', 'talk', 'minister', 'saw', 'it', 'private', 'job', 'has', 'long', 'been', 'working', 'increase', 'not', 'many', 'try', 'debated', 'an', 'annual', 'rise', 'private', 'sector', 'workers', 'mean', 'ok', 'right', 'things', 'all', 'more', 'toll', 'also', 'rose', 'in', 'price', 'countdown', 'is', 'disgusted', 'I', 'saw'] ['rose', 'saw', 'skt', 'has', 'been', 'working', 'increase', 'debated', 'mean', 'rose', 'is', 'disgusted'] ['nan'] ['intj104'] [nan]",sarc
"['fortunately', 'foreigners'] ['nan'] ['nan'] [nan] [nan]",sarc
"['enough', 'living', 'in', 'urban', 'goods', 'rental', 'cars', 'too', 'expensive', 'eat', 'drink', 'I', 'does', 'not', 'quite', 'live', 'directly', 'in', 'city', 'current', 'value', 'buy', 'snacks', 'child', 'runs', 'out', 'money', 'smaller', 'Malaysia'] ['rm', 'living', 'eat', 'drink', 'does', 'buy', 'runs'] ['nan'] [nan] [nan]",sarc
"['is', 'scope', 'okay', 'bye'] ['is'] ['nan'] [nan] [nan]",sarc
"['equal', 'Malaysian', 'peninsula', 'higher', 'minimum', 'salary', 'Borneo', 'is', 'biased', 'why', 'today', 'leaders', 'must', 'be', 'in', 'peninsula'] ['equal', 'is', 'biased', 'must', 'be'] ['punct1', 'punct1', 'punct1'] [nan] [nan]",non-sarc
"['is', 'Sabah', 'Sarawak', 'in', 'prices', 'goods', 'especially', 'expensive', 'food', 'kitchen', 'goods'] ['is'] ['nan'] [nan] [nan]",non-sarc
"['pay', 'equal', 'price', 'goods', 'here', 'more', 'expensive', 'chapters', 'do', 'not', 'want', 'pay', 'equal', 'case', 'want', 'pay', 'salary', 'equal', 'not', 'want', 'national', 'armies', 'have', 'made', 'lives', 'thousands', 'beehive', 'hair', 'can', 'also'] ['pay', 'do', 'want', 'pay', 'gst', 'want', 'pay', 'want', 'have', 'made', 'can', 'weii'] ['punct1'] ['intj69', 'intj69'] ['idsync40', 'idsync70']",sarc
"['many', 'kinds', 'crazy', 'it', 'can', 'pay', 'off', 'even', 'have', 'support', 'can', 'pay', 'child', 'goes', 'home', 'car', 'body', 'more', 'correct'] ['can', 'pay', 'have', 'support', 'can', 'pay', 'goes'] ['punct2', 'punct2', 'punct2'] ['intj104'] [nan]",sarc
"['Sabahan', 'does', 'not', 'matter', 'Sarawakians', 'still', 'like', 'cross', 'national', 'lines', 'let', 'go', 'it', 'can', 'do'] ['does', 'matter', 'let', 'go', 'can', 'do'] ['punct1', 'punct1'] [nan] [nan]",sarc
['thanks'] ['dsn'] ['nan'] [nan] [nan],non-sarc
"['Sabah', 'Sarawak', 'dah', 'lah', 'expensive', 'goods', 'there', 'near', 'low', 'salary'] ['kesiannya'] ['nan'] ['intj100', 'intj65', 'intj51'] [nan]",sarc
"['dah', 'dah', 'salaries', 'do', 'not', 'rise', 'right', 'behind', 'it'] ['do', 'rise'] ['nan'] [nan] [nan]",sarc
"['is', 'evidence', 'bright', 'children', 'ss', 'peninsula', 'can', 'be', 'so', 'kind', 'comment'] ['is', 'can', 'be'] ['nan'] [nan] [nan]",non-sarc
"['in', 'aid', 'just', 'match', 'booger', 'only'] ['match'] ['nan'] [nan] [nan]",sarc
"['is', 'not', 'fair'] ['is'] ['punct2', 'punct2', 'punct2'] [nan] [nan]",non-sarc
"['situation', 'is', 'a', 'little', 'foreign', 'us', 'Malaysians', 'same', 'basic', 'outsiders', 'can', 'remain', 'outsiders', 'Malaysians', 'in', 'first', 'right', 'over', 'back', 'people', 'first', 'daughter', 'was', 'sitting', 'in', 'own', 'country', 'there', 'was', 'no', 'difference', 'in', 'salary', 'foreigners'] ['is', 'can', 'remain', 'was', 'sitting', 'was'] ['nan'] ['intj65', 'intj55'] ['idsync72', 'idsync74']",sarc
"['Sabah', 'Sarawak', 'rank', 'officer', 'rank', 'clerks', 'only', 'peninsula', 'can', 'be', 'same', 'salary'] ['sarawak', 'clerks', 'can', 'be'] ['nan'] [nan] [nan]",non-sarc
"['signal', 'is', 'do', 'not', 'vote', 'again', 'bury', 'national', 'ranks', 'next', 'only'] ['is', 'do', 'vote', 'bury'] ['nan'] [nan] [nan]",sarc
"['is', 'it', 'are', 'Sabah', 'Sarawak', 'significant', 'new', 'salary', 'favor', 'only', 'Malaysia', 'can', 'just', 'poop'] ['is', 'are', 'can', 'poop'] ['nan'] ['intj92'] [nan]",non-sarc
"['I', 'really', 'wonder', 'difference', 'is', 'government', 'Sabah', 'Sarawak', 'peninsular', 'Malaysia', 'salary', 'levels', 'will', 'also', 'have', 'value', 'differentiated', 'salaries', 'while', 'paying', 'income', 'tax', 'same', 'value', 'claimed', 'Sabah', 'Sarawak', 'do', 'think', 'rock'] ['wonder', 'is', 'peninsular', 'will', 'have', 'paying', 'claimed', 'do', 'think'] ['punct1', 'punct1', 'punct1', 'punct1', 'punct1', 'punct1', 'punct1', 'punct1', 'punct1', 'punct1'] ['intj69'] [nan]",sarc
"['such', 'good', 'Malaya', 'Sarawak', 'Sabah', 'out', 'only', 'scales', 'have', 'been', 'biased'] ['sabah', 'have', 'been', 'biased'] ['nan'] [nan] [nan]",sarc
"['note', 'state', 'sits', 'on', 'a', 'tree', 'wearing', 'loincloths', 'reason', 'it', 'is', 'a', 'small', 'salary', 'was', 'not', 'story', 'had', 'wait', 'only', 'na', 'do', 'it'] ['note', 'wearing', 'is', 'was', 'had', 'wait', 'do'] ['nan'] [nan] [nan]",sarc
"['is', 'difference', 'between', 'peninsula', 'Sabah', 'Sarawak', 'why', 'there', 'must', 'be', 'a', 'difference', 'in', 'salary', 'did', 'not', 'know', 'brain', 'is', 'pm'] ['is', 'must', 'be', 'did', 'know', 'is'] ['punct1', 'punct1', 'punct1', 'punct1'] ['intj69', 'intj65', 'intj69'] ['idsync74']",sarc
"['head', 'testicles', 'pack', 'unlucky', 'minister', 'peninsula', 'favor', 'child', 'eyes', 'are', 'open', 'Sarawak'] ['pack', 'favor', 'are'] ['punct2', 'punct2', 'punct2'] [nan] [nan]",non-sarc
"['but', 'it', 'be', 'remembered', 'government', 'raise', 'minimum', 'wage', 'do', 'not', 'think', 'government', 'was', 'foolish', 'wise', 'actually', 'pay', 'more', 'has', 'also', 'increased', 'age', 'new', 'year', 'can', 'take', 'before', 'take', 'money', 'government', 'is', 'able', 'settle', 'all', 'its', 'debts', 'using', 'money'] ['should', 'be', 'remembered', 'raise', 'do', 'think', 'was', 'pay', 'has', 'increased', 'can', 'take', 'take', 'is', 'settle', 'using'] ['nan'] [nan] [nan]",non-sarc
"['compared', 'prices', 'goods', 'in', 'Sabah', 'Sarawak', 'n', 'peninsula', 'peninsula', 'again', 'why', 'it', 'n', 'peninsula', 'salary', 'higher', 'Sabah', 'Sarawak', 'result', 'many', 'came', 'Sabah', 'Sarawak', 'be', 'fair', 'it'] ['compared', 'sarawak', 'came', 'be'] ['nan'] [nan] ['idsync39']",non-sarc
"['Sabah', 'minister', 'had', 'not', 'dared', 'speak', 'out', 'all', 'flatter', 'name', 'only', 'Malaysia', 'but', 'wages', 'are', 'not', 'in', 'line', 'peninsula'] ['had', 'dared', 'speak', 'are'] ['nan'] [nan] ['idsync75']",sarc
"['Sabah', 'Sarawak', 'does', 'it', 'again'] ['does', 'haha'] ['nan'] ['intj92'] [nan]",sarc
"['why', 'not', 'also', 'pay', 'adjusted', 'tax', 'Sabah', 'Sarawak', 'Malaysia', 'said', 'oh', 'sesame', 'sesame'] ['pay', 'said'] ['nan'] ['intj103'] [nan]",sarc
"['Bamboo', 'is', 'select', 'correct', 'print', 'jobs', 'in', 'Sabah', 'is', 'only', 'ringgit', 'rise', 'its', 'peninsula', 'ringgit', 'far', 'difference', 'is', 'not', 'fair'] ['is', 'is', 'is'] ['nan'] [nan] [nan]",non-sarc
"['ably', 'taut', 'create', 'strong', 'law', 'enforcement', 'dust', 'not', 'make', 'any', 'similar', 'law', 'already', 'does', 'not', 'do', 'asked', 'directly', 'dependent', 'on', 'company', 'motion'] ['dust', 'shall', 'make', 'does', 'do', 'asked'] ['punct1', 'punct1', 'punct1'] [nan] [nan]",sarc
"['Anyway', 'goods', 'in', 'Sabah', 'peninsula', 'expensive', 'salary', 'was', 'small', 'bag', 'correct', 'double', 'standard'] ['was', 'weii'] ['punct2', 'punct2', 'punct2', 'punct2'] [nan] [nan]",non-sarc
"['Sabah', 'in', 'a', 'stepdaughter', 'by', 'Stamp'] ['nan'] ['nan'] [nan] [nan]",sarc
"['stupid', 'Sabah', 'Sarawak', 'Sabah', 'peninsula', 'went', 'see', 'price', 'goods', 'peninsula', 'there', 'a', 'metro', 'newspaper', 'there', 'were', 'more', 'expensive', 'close', 'it', 'can', 'ask', 'a', 'small', 'salary', 'continue', 'meeting', 'looks', 'very', 'biased'] ['went', 'see', 'were', 'can', 'ask', 'continue', 'meeting', 'biased'] ['punct1', 'punct1', 'punct1'] ['intj65', 'intj92'] ['idsync40']",sarc
"['but', 'even', 'private', 'employers', 'remain', 'close', 'Indonesia', 'take', 'profit', 'work', 'is', 'all', 'free', 'boarding', 'dock', 'can', 'clean', 'basic', 'Malaysians', 'will', 'also', 'be', 'at', 'it', 'stepson'] ['remain', 'take', 'is', 'boarding', 'can', 'clean', 'will', 'be', 'stepson'] ['nan'] [nan] [nan]",sarc
"['why', 'there', 'are', 'differences', 'in', 'prices', 'goods', 'more', 'expensive', 'there', 'near', 'delivery', 'charge', 'it', 'is', 'fortunately', 'there', 'Sabah', 'Sarawak', 'can', 'only', 'win', 'peninsula', 'is', 'fish', 'lives', 'only', 'stay'] ['are', 'is', 'can', 'win', 'is', 'stay'] ['punct1'] ['intj65', 'intj65', 'intj65'] ['idsync39']",sarc
"['nice', 'kid', 'played', 'fun', 'little', 'pouch', 'much', 'money', 'people'] ['played'] ['nan'] ['intj92'] [nan]",sarc
"['Malaysia', 'tuft', 'brain', 'is', 'equally', 'can', 'not', 'tell', 'difference', 'anyway'] ['is', 'can', 'tell'] ['nan'] [nan] [nan]",sarc
"['is', 'correct', 'why', 'Sabah', 'Sarawak', 'salary', 'sitting', 'already', 'quite', 'like', 'it', 'why', 'it', 'guys', 'remember', 'elections', 'later', 'swear', 'properly', 'is', 'Indonesian', 'minister', 'ask', 'maid', 'be', 'considered', 'again', 'are', 'Malaysians', 'working', 'morning', 'night', 'difficult', 'salaries', 'kind', 'useless', 'right'] ['is', 'sitting', 'remember', 'swear', 'is', 'ask', 'be', 'considered', 'are', 'working', 'salaries'] ['nan'] [nan] [nan]",sarc
"['remember', 'crazy', 'Sabah', 'Sarawak', 'oil', 'has', 'not', 'earned', 'right', 'eat', 'rice', 'motherfucker', 'choke', 'budget', 'sitting', 'in', 'Sabah', 'months', 'a', 'minimum', 'wage', 'I', 'think', 'dead', 'now', 'cursed', 'bad', 'government'] ['remember', 'has', 'earned', 'eat', 'choke', 'sitting', 'think', 'cursed'] ['nan'] ['intj56'] [nan]",non-sarc
"['discrimination', 'Borneo', 'less', 'same', 'same', 'Borneo', 'also', 'pay', 'same', 'amount'] ['discrimination', 'pay'] ['punct1', 'punct1', 'punct1', 'punct2', 'punct2', 'punct2'] ['intj107'] [nan]",non-sarc
"['but', 'somehow', 'ok', 'lah', 'lah'] ['nan'] ['nan'] ['intj100', 'intj100'] [nan]",sarc
"['why', 'Sabah', 'Sarawak', 'salary', 'expensive', 'stuff', 'right', 'there', 'on', 'peninsula', 'sigh'] ['nan'] ['nan'] ['intj65'] [nan]",sarc
"['worse', 'is', 'company', 'new', 'employer', 'awful', 'just', 'go', 'pay', 'salary', 'workers', 'can', 'grow', 'can', 'go', 'forward', 'go', 'forward', 'another', 'story', 'is', 'no', 'proper', 'mechanism', 'is', 'pretty'] ['is', 'go', 'pay', 'can', 'grow', 'can', 'go', 'go', 'is', 'is'] ['nan'] ['intj22', 'intj55'] [nan]",non-sarc
"['August', 'go', 'in', 'new', 'year', 'pack', 'jib', 'why', 'not', 'continue', 'talking', 'awl', 'year'] ['go', 'continue', 'talking'] ['nan'] ['intj83'] [nan]",sarc
"['why', 'in', 'peninsula', 'Sabah', 'Sarawak', 'difference', 'why', 'not', 'on', 'line', 'once', 'it', 'was', 'in', 'Sarawak', 'Sabah', 'Sarawak', 'even', 'greater', 'cost', 'peninsula', 'in', 'Malaysia', 'said', 'it', 'all', 'so', 'servile', 'puppet', 'buffalo'] ['what', 's', 'was', 'said'] ['nan'] [nan] ['idsync79']",sarc
"['asked', 'minister', 'salary', 'one', 'thousand', 'docking', 'experiments', 'rent', 'bill', 'eat', 'drink', 'various', 'motor', 'mistake', 'was', 'not', 'able', 'buy'] ['asked', 'docking', 'eat', 'drink', 'was', 'buy'] ['nan'] [nan] ['idsync80']",sarc
"['Malaysia', 'Malaysia', 'salary', 'is', 'not', 'less', 'same', 'no', 'matter', 'well', 'made', 'meal', 'purchase', 'money', 'pay', 'all', 'same'] ['is', 'would', 'pay'] ['nan'] ['intj55', 'intj107'] [nan]",sarc
"['just', 'do', 'not', 'want', 'be', 'adjusted', 'Sabah', 'Sarawak', 'Malaysia'] ['do', 'want', 'be', 'adjusted'] ['punct1', 'punct1', 'punct1'] [nan] [nan]",non-sarc
"['dusk', 'is', 'strange', 'but', 'true'] ['is'] ['nan'] [nan] [nan]",sarc
"['Borneo', 'minister', 'happy', 'it', 'important', 'Sabah', 'Sarawak', 'do', 'not', 'be', 'fooled', 'there', 'are', 'certain', 'tricks', 'agenda', 'is', 'all', 'pirates'] ['do', 'be', 'fooled', 'are', 'is'] ['nan'] ['intj65'] [nan]",sarc
"['is', 'kind', 'unfair', 'correct', 'salary', 'Sarawak', 'Sabah', 'only', 'one', 'month', 'may', 'not', 'be', 'kind', 'Sarawak', 'Sabah', 'mostly', 'come', 'sweat', 'people', 'also', 'want', 'advance', 'own', 'country', 'also'] ['is', 'sabah', 'may', 'be', 'come', 'want', 'advance'] ['nan'] ['intj69'] [nan]",non-sarc
"['easier', 'said', 'done', 'like', 'a', 'giddy', 'ride', 'employers', 'will', 'continue', 'cover'] ['said', 'done', 'will', 'continue', 'cover', 'haha'] ['punct2'] ['intj92'] [nan]",sarc
"['so', 'a', 'thousand', 'is', 'going', 'eat', 'all', 'expensive', 'items', 'again', 'day', 'have', 'pay', 'every', 'time', 'shop', 'rent', 'only', 'cheapest', 'any', 'other', 'thing', 'more', 'stupid', 'motherfucker', 'jackass', 'pm', 'he', 'pay', 'twenty', 'thousand', 'is', 'not', 'enough', 'robbery', 'money', 'people', 'country', 'more', 'people', 'so', 'a', 'thousand', 'have', 'do', 'two', 'or', 'three', 'jobs', 'a', 'day', 'is', 'not', 'enough', 'state', 'an', 'expensive', 'present', 'sense', 'pm', 'park', 'seems', 'tail'] ['is', 'going', 'eat', 'have', 'pay', 'shop', 'pay', 'is', 'have', 'do', 'is', 'seems', 'tail'] ['nan'] ['intj69'] [nan]",non-sarc
"['result', 'Sabah', 'Sarawak', 'want', 'take', 'is', 'not', 'playing', 'Sabah', 'Sarawak', 'win', 'votes', 'but', 'back', 'also', 'Include', 'cost', 'living', 'in', 'Sabah', 'Sarawak', 'more', 'expensive', 'shipping', 'goods', 'tax', 'is', 'expensive', 'O', 'people', 'Sabah', 'Sarawak', 'is', 'can', 'not', 'say', 'no', 'also', 'will', 'not', 'change', 'also'] ['want', 'take', 'is', 'playing', 'win', 'include', 'is', 'is', 'can', 'say', 'will', 'change'] ['nan'] ['intj97', 'intj55'] ['idsync35']",non-sarc
"['Indonesian', 'maid', 'was', 'minimum', 'wage', 'demand', 'is', 'now', 'right', 'shame'] ['was', 'is'] ['nan'] ['intj56'] [nan]",sarc
"['patiently', 'all', 'provisions', 'god'] ['god'] ['nan'] ['intj92'] [nan]",sarc
"['silly', 'boy', 'age', 'has', 'no', 'experience', 'or', 'do', 'need', 'live', 'on', 'salaries', 'stupid', 'idiot', 'drinks'] ['boy', 'has', 'do', 'need', 'live'] ['nan'] ['intj55'] [nan]",non-sarc
"['it', 'is', 'budget', 'in', 'line', 'Sabah', 'Sarawak', 'peninsula'] ['is'] ['nan'] [nan] ['idsync81']",sarc
"['private', 'sector', 'will', 'continue', 'be', 'stoned', 'bankrupt', 'point'] ['will', 'continue', 'be', 'stoned'] ['punct2', 'punct2', 'punct2'] [nan] [nan]",sarc
"['last', 'item', 'is', 'more', 'expensive', 'salaries', 'have', 'gone', 'up', 'even', 'more', 'stuff'] ['is', 'have', 'gone'] ['nan'] [nan] [nan]",sarc
"['Indonesian', 'maid', 'was', 'happy', 'ask', 'locals', 'minimum', 'wage', 'minister', 'wooden', 'blind'] ['was', 'ask'] ['punct1', 'punct1', 'punct1', 'punct1', 'punct1'] ['intj69'] [nan]",sarc
"['many', 'crazy'] ['nan'] ['nan'] [nan] [nan]",sarc
"['only', 'trick'] ['nan'] ['nan'] [nan] [nan]",sarc
"['chat', 'only', 'minimal', 'coordination', 'but', 'no', 'useless'] ['nan'] ['nan'] ['intj55'] [nan]",sarc
"['foolish', 'think', 'federal', 'government', 'has', 'Sabah', 'Sarawak', 'cheap', 'tax', 'expensive', 'goods', 'cross', 'brain', 'is', 'indeed', 'foolish', 'knee'] ['think', 'has', 'sabah', 'cross', 'is', 'knee'] ['nan'] ['intj53'] [nan]",non-sarc
"['why', 'there', 'is', 'a', 'difference', 'between', 'peninsula', 'Sabah', 'Sarawak', 'Malaysia', 'reputedly'] ['is'] ['nan'] ['intj65'] [nan]",sarc
"['minimum', 'wage', 'private', 'sector', 'wiped', 'mat', 'myanmar', 'nepal', 'vietnam', 'bangladesh'] ['wiped'] ['nan'] ['intj107'] [nan]",sarc
"['why', 'do', 'need', 'kind', 'double', 'standard', 'n', 'Sabah', 'Sarawak', 'in', 'Malaysia', 'not'] ['do', 'need'] ['nan'] [nan] [nan]",sarc
"['so', 'many', 'foreigners', 'want', 'enter', 'Malaysia', 'salary', 'equal', 'citizens', 'Malaysians', 'do', 'not', 'work', 'all', 'filled', 'congratulations', 'Malaysia', 'by', 'foreign', 'nationals'] ['want', 'enter', 'do', 'work', 'filled'] ['nan'] [nan] [nan]",sarc
"['very', 'little', 'is', 'not', 'enough'] ['is'] ['nan'] [nan] [nan]",sarc
"['why', 'budget', 'began', 'in', 'August', 'had', 'reason', 'first', 'quotation'] ['began', 'had', 'first'] ['nan'] ['intj92'] [nan]",sarc
"['still', 'support'] ['support'] ['nan'] [nan] [nan]",non-sarc
